Repository Name,Image URL,Stars,Contributors,Forks,Repo Commits,Language,SHA,Downloadable URL,Description,First Repo Commit Date,View Commits,View Contributors,First View Commit Date,Difference Between I View Commit and I Repo Commit
wujun728/jun_java_plugin,https://github.com/wujun728/jun_java_plugin/blob/master/jun_springcloud_plugin/spring-boot-cloud/screenshots/architecture.jpg,135,1,54,22,Java,e031bc451c817c6d665707852308fc3b31f47cb2,https://github.com/wujun728/jun_java_plugin/blob/master/jun_springcloud_plugin/spring-boot-cloud/screenshots/architecture.jpg?raw=true,jun_java_plugin 整合Java企业级各种开发组件、开箱即用、不写重复代码；目前已集成java_plugin50多个，spring_plugin组件100+，spring_boot组件100+，各种项目模板，涵盖开发各种场景如minio、七牛云、云短信、设计模式、多数据源、分布式Session、分布式事务、分布式锁、消息队列、并发框架、模板引擎、规则引擎、上传下载、二维码、缓存、任务调度、单点登录、爬虫、二维码、JWT、Mybatisplus、JPA、flyway、jasypt、kafka、netty、websocket、task、redis、dubbo、sms、job等等,2023-05-26 06:27:31,1.0,1.0,2023-06-01 02:33:18,5.0
codahale/sneaker,https://github.com/codahale/sneaker/blob/master/architecture.png,807,12,34,127,Go,76cfcf0b7e3fa50d925d79b5448b6b7ef20bc39d,https://github.com/codahale/sneaker/blob/master/architecture.png?raw=true,A tool for securely storing secrets on S3 using Amazon KMS.,2015-01-30 23:20:48,1.0,1.0,2015-04-28 18:27:58,87.0
emreturgutce/stock-management,https://github.com/emreturgutce/stock-management/blob/master/photos/architecture.png,3,2,0,268,TypeScript,1f14362e3f996effd476946dee96201474b9243e,https://github.com/emreturgutce/stock-management/blob/master/photos/architecture.png?raw=true,Full-stack Stock Management Web Application,2020-12-26 10:18:29,1.0,1.0,2021-01-04 07:05:05,8.0
chirgjin/track-my-events,https://github.com/chirgjin/track-my-events/blob/main/documentation/images/Architecture.png,2,1,0,106,TypeScript,f01ffe5c328cc40801b27045ba9ef0a859d90c60,https://github.com/chirgjin/track-my-events/blob/main/documentation/images/Architecture.png?raw=true, ,2022-08-18 15:16:29,,,,
jun108059/Elasticsearch-SpringBoot,https://github.com/jun108059/Elasticsearch-SpringBoot/blob/master/image/system-architecture.png,3,1,1,121,Java,f4463c50a3eafd5e5da08a990450d3dc74818ec7,https://github.com/jun108059/Elasticsearch-SpringBoot/blob/master/image/system-architecture.png?raw=true,👓 Spring Boot + ElasticSearch SearchEngine,2020-08-22 13:52:28,1.0,1.0,2020-09-29 13:18:43,37.0
onprem/foundry,https://github.com/onprem/foundry/blob/main/docs/images/foundry-architecture.png,2,1,1,11,Go,378889ba1633c218e1087748be276550a13c981b,https://github.com/onprem/foundry/blob/main/docs/images/foundry-architecture.png?raw=true,"Foundry where gophers build Arch Linux packages from AUR, on-demand!",2020-12-19 20:18:40,1.0,1.0,2020-12-24 04:08:23,4.0
philipplackner/IvyWallet-PL_Version,https://github.com/philipplackner/IvyWallet-PL_Version/blob/master/assets/architecture.svg,22,1,27,22,Kotlin,0f31d790675e56f7455de5fb4d2312f037e29926,https://github.com/philipplackner/IvyWallet-PL_Version/blob/master/assets/architecture.svg?raw=true,,2023-07-14 18:03:50,1.0,1.0,2023-07-14 18:03:50,0.0
michaelsrichter/azure.owasp,https://github.com/michaelsrichter/azure.owasp/blob/Public/images/ARM-Template-Architecture.jpg,3,2,2,33,C#,e083ec679b2c478cdc5fda4399fccb4c3a1a9aa3,https://github.com/michaelsrichter/azure.owasp/blob/Public/images/ARM-Template-Architecture.jpg?raw=true,Guidance for securing your web applications with Microsoft Azure services,2016-01-04 22:27:46,1.0,1.0,2016-02-19 04:53:30,45.0
IBM/vpc-flowlogs-log-analysis,https://github.com/IBM/vpc-flowlogs-log-analysis/blob/main/doc/source/images/architecture.png,2,2,0,11,JavaScript,1c956100460957e5422d2fa73f06560b46cc7e82,https://github.com/IBM/vpc-flowlogs-log-analysis/blob/main/doc/source/images/architecture.png?raw=true,A Node.js function to send all log files generated by Flow Logs for VPC to IBM Log Analysis,2021-08-12 00:22:26,2.0,2.0,2021-08-21 16:27:25,9.0
NatalieLouise91/T3A2-Skemi-FrontEnd,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/blob/main/docs/architecture-diagram/app-architecture-diagram.png,2,3,1,150,JavaScript,7f791a99c946356b68e93b916b0133682d58703e,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/blob/main/docs/architecture-diagram/app-architecture-diagram.png?raw=true, ,2021-12-05 23:10:46,1.0,1.0,2022-01-16 05:22:25,41.0
kerollesroshdi/Cima-,https://github.com/kerollesroshdi/Cima-/blob/main/images/iOS-App-Architecture.png,5,1,1,15,Swift,6b161ea4ac4492d457432e8e60f62216b180553f,https://github.com/kerollesroshdi/Cima-/blob/main/images/iOS-App-Architecture.png?raw=true,iOS Client App for TMDB,2021-03-29 18:47:27,1.0,1.0,2021-08-10 13:47:07,133.0
takoko55/LectureLens,https://github.com/takoko55/LectureLens/blob/main/lecture-lens-backend/architecture.png,3,3,3,79,JavaScript,9dff2a1d2332eb6f256572e2c9a4b8efd03d90b4,https://github.com/takoko55/LectureLens/blob/main/lecture-lens-backend/architecture.png?raw=true,,2023-06-27 10:46:01,1.0,1.0,2023-07-01 05:14:08,3.0
googleinterns/typescript-flag-upgrade,https://github.com/googleinterns/typescript-flag-upgrade/blob/master/docs/architecture.png,4,2,4,176,TypeScript,a70547acd209dfb0e1061bc67c78cec476f0f33d,https://github.com/googleinterns/typescript-flag-upgrade/blob/master/docs/architecture.png?raw=true,,2020-06-09 03:24:28,1.0,1.0,2020-08-19 20:49:48,71.0
solenya-group/solenya,https://github.com/solenya-group/solenya/blob/master/solenya-architecture.png,81,2,0,99,TypeScript,af3de9a9b811d880c7d2d918012c026f2c8d653b,https://github.com/solenya-group/solenya/blob/master/solenya-architecture.png?raw=true,mega-powerful micro-framework,2017-12-09 08:23:18,1.0,1.0,2018-12-03 13:28:11,359.0
23fa-cpsc490/canyough,https://github.com/23fa-cpsc490/canyough/blob/main/the-algorithm-main/follow-recommendations-service/FRS_architecture.png,2,120,119,361,Scala,a8bf2be707186f9397457d7bb28b7478d8ef9965,https://github.com/23fa-cpsc490/canyough/blob/main/the-algorithm-main/follow-recommendations-service/FRS_architecture.png?raw=true,Let's try again.,2023-08-25 19:53:43,3.0,3.0,2023-08-25 20:41:50,0.0
Resurgence-VM-Development/Resurgence,https://github.com/Resurgence-VM-Development/Resurgence/blob/main/images/architecture.png,14,2,0,214,Rust,80f3f2f33638a354efda19a646cbf4ab668d9d25,https://github.com/Resurgence-VM-Development/Resurgence/blob/main/images/architecture.png?raw=true,"The Resurgence VM, a register virtual machine designed for simplicity and ease of use, based on the old Rendor VM",2022-07-08 22:55:21,2.0,2.0,2022-07-30 17:57:36,21.0
thangchung/practical-dapr,https://github.com/thangchung/practical-dapr/blob/master/docs/assets/high_level_architecture.png,288,2,62,50,C#,7ed73041c801b0027549d3ef4d93dd09bd48a2d6,https://github.com/thangchung/practical-dapr/blob/master/docs/assets/high_level_architecture.png?raw=true,A full-stack .NET microservices build on Dapr and Tye,2020-02-29 09:06:33,2.0,1.0,2020-04-19 11:56:58,50.0
YashwantChauhan/SDL,https://github.com/YashwantChauhan/SDL/blob/main/IDS/static/Readme/Architecture.PNG,2,1,0,46,Jupyter Notebook,c3abf27ea4556893db38c20d0b3fb13596d1ebaf,https://github.com/YashwantChauhan/SDL/blob/main/IDS/static/Readme/Architecture.PNG?raw=true,,2020-11-24 07:00:13,1.0,1.0,2020-12-24 15:24:47,30.0
hrchlhck/k8s-bigdata,https://github.com/hrchlhck/k8s-bigdata/blob/master/doc/k8s-bigdata-architecture.svg,9,1,4,90,Python,301daccf5986c37f3dd7546474818102f85bb044,https://github.com/hrchlhck/k8s-bigdata/blob/master/doc/k8s-bigdata-architecture.svg?raw=true,Apache Spark with HDFS cluster within Kubernetes,2020-12-21 18:22:48,1.0,1.0,2021-01-29 16:21:16,38.0
XenitAB/git-auth-proxy,https://github.com/XenitAB/git-auth-proxy/blob/main/assets/architecture.png,6,3,1,97,Go,34b72ad6d9c0794b97f653f05cb7cf358924566d,https://github.com/XenitAB/git-auth-proxy/blob/main/assets/architecture.png?raw=true,Proxy to allow multi tenant sharing of Git credentials.,2020-06-25 14:00:02,4.0,1.0,2020-07-09 12:40:49,13.0
ut-ims-robotics/robotont,https://github.com/ut-ims-robotics/robotont/blob/gh-pages/source/images/ClearBot_software_architecture_gen.png,4,8,2,259,C++,1fdef230912b482cc985b89faee65d489db277d1,https://github.com/ut-ims-robotics/robotont/blob/gh-pages/source/images/ClearBot_software_architecture_gen.png?raw=true,ROS support packages for robotont - an open robot hardware platform from the University of Tartu,2017-04-13 06:50:31,,,,
anvasquezre/sabiduria_asegurada_experiments,https://github.com/anvasquezre/sabiduria_asegurada_experiments/blob/main/images/System_architecture_diagram.drawio.png,2,2,2,56,Jupyter Notebook,1bfcff0281b07cc2bb6ca7a63a4017e0a958bad9,https://github.com/anvasquezre/sabiduria_asegurada_experiments/blob/main/images/System_architecture_diagram.drawio.png?raw=true,,2023-07-20 21:19:30,1.0,1.0,2023-08-11 03:35:51,21.0
jzyong/GameServer4g,https://github.com/jzyong/GameServer4g/blob/master/game-res/img/game_architecture.png,16,1,9,55,Go,4468a33ab1f2f9b033217fcd1c65631f287dcff0,https://github.com/jzyong/GameServer4g/blob/master/game-res/img/game_architecture.png?raw=true,Distributed game server,2020-02-01 11:29:38,1.0,1.0,2022-10-19 10:52:53,990.0
argrecsys/argael,https://github.com/argrecsys/argael/blob/main/images/argael-architecture.png,4,1,1,195,Java,fda7cfd708bfa61ff559e939a9911dd1db0c9415,https://github.com/argrecsys/argael/blob/main/images/argael-architecture.png?raw=true,ARGAEL is an open-source Java desktop application designed to maximize the experience and efficiency of the process of annotating and evaluating arguments in large text corpora.,2022-06-29 17:01:55,1.0,1.0,2022-11-03 22:33:07,127.0
terrenjpeterson/javawatch,https://github.com/terrenjpeterson/javawatch/blob/master/media/architecture.png,4,1,5,13,HTML,33557ac68a4d6e1a487b385b2684b12459eb02c6,https://github.com/terrenjpeterson/javawatch/blob/master/media/architecture.png?raw=true,Coffee Bean monitoring tool using DRS and Amazon Rekognition,2017-02-18 20:09:27,3.0,1.0,2017-02-18 20:09:27,0.0
Crazy0416/KnowledgeGraph,https://github.com/Crazy0416/KnowledgeGraph/blob/master/resources/architecture1.png,9,1,0,10,JavaScript,04edfefd2d67878d0e1694be157973c6651d8217,https://github.com/Crazy0416/KnowledgeGraph/blob/master/resources/architecture1.png?raw=true,구글의 지식 그래프 서비스 아키텍쳐를 직접 구현해보는 것을 목표로 한다.,2018-12-17 05:26:05,1.0,1.0,2019-01-10 12:23:18,24.0
Taymindis/fcgi-function,https://github.com/Taymindis/fcgi-function/blob/master/images/fcgi_func_architecture.png,36,2,9,166,C,1a231c95af59193e9d441f050e6b6e9e2953ec2a,https://github.com/Taymindis/fcgi-function/blob/master/images/fcgi_func_architecture.png?raw=true,A cross-platform module to writing C/C++ service for nginx.,2017-03-10 16:03:34,1.0,1.0,2019-01-15 02:43:11,675.0
McOrts/taller-iot-sensor_radiactividad,https://github.com/McOrts/taller-iot-sensor_radiactividad/blob/main/img/IoT_nuclear_radiation_sensor_architecture.png,3,1,0,59,C++,5bec39ddf8a417886e151d3f67a97756fc3a037e,https://github.com/McOrts/taller-iot-sensor_radiactividad/blob/main/img/IoT_nuclear_radiation_sensor_architecture.png?raw=true,"Taller IoT para construir un medidor Geiger conectado. Basado en el ESP8266, MQTT,  Node-RED e integrado en la red GMC",2022-10-09 09:46:00,1.0,1.0,2023-01-11 22:21:25,94.0
UBC-CIC/Student-Connect-App,https://github.com/UBC-CIC/Student-Connect-App/blob/main/docs/ArchitectureDiagram.png,2,5,5,280,JavaScript,82d9908bc43181ffc6b974b164ae6364e6b4b487,https://github.com/UBC-CIC/Student-Connect-App/blob/main/docs/ArchitectureDiagram.png?raw=true,A data aggregation and recommendation prototype,2021-05-10 23:46:56,2.0,1.0,2021-07-20 20:21:15,70.0
xydo1990/mlops_zoomcamp_homework,https://github.com/xydo1990/mlops_zoomcamp_homework/blob/feature_reproducability_WIP/images/architecture.drawio.png,5,1,1,71,Jupyter Notebook,633b642a30769d5f0e308f7a2c638da42c7079d6,https://github.com/xydo1990/mlops_zoomcamp_homework/blob/feature_reproducability_WIP/images/architecture.drawio.png?raw=true,Capstone project of mlops_zoomcamp https://github.com/DataTalksClub/mlops-zoomcamp,2022-05-24 20:16:18,1.0,1.0,2022-09-25 14:45:26,123.0
UnoSD/UnoCash,https://github.com/UnoSD/UnoCash/blob/master/Architecture.png,6,2,3,492,C#,5d1a13e8de4f4170a797b8f2f743f27c28250776,https://github.com/UnoSD/UnoCash/blob/master/Architecture.png?raw=true,"Personal finance, expenses tracking, splitting, receipt photos automatic recognition",2019-07-03 17:02:25,,,,
david3107/squatm3gator,https://github.com/david3107/squatm3gator/blob/master/architecture.png,27,2,10,31,JavaScript,d6e96d31b26d5dee3a4ddf2ae3cb516aa7da9ce5,https://github.com/david3107/squatm3gator/blob/master/architecture.png?raw=true,"Squatm3gator is a complete web solution based on the python tool squatm3, designed to enumerate available domains generated modifying the original domain name through different cybersquatting techniques",2018-12-04 14:54:43,2.0,1.0,2018-12-04 15:01:33,0.0
iceland2k14/Kangrand,https://github.com/iceland2k14/Kangrand/blob/master/DOC/architecture.jpg,14,2,12,235,C++,c6bec2dff39526dad79ad75efbfdc801c398b10a,https://github.com/iceland2k14/Kangrand/blob/master/DOC/architecture.jpg?raw=true,,2020-04-21 05:43:04,1.0,1.0,2020-06-06 12:26:33,46.0
SV-97/HumanResourceMachine,https://github.com/SV-97/HumanResourceMachine/blob/master/architecture.png,8,1,0,14,Rust,e675d761ad889104d70165a61d19bfbba980ae25,https://github.com/SV-97/HumanResourceMachine/blob/master/architecture.png?raw=true,"A bit of a higher level assembly for HRM as well as a compiler to HRM code, a bytecode compiler and a bytecode VM",2019-06-04 19:47:22,2.0,1.0,2019-06-04 19:48:51,0.0
caraml-dev/turing,https://github.com/caraml-dev/turing/blob/main/docs/assets/turing_architecture.png,68,12,23,326,Go,22d15b1895af3c813fb7c2490f68158670108d8c,https://github.com/caraml-dev/turing/blob/main/docs/assets/turing_architecture.png?raw=true,"Fast, scalable and extensible system to deploy and evaluate ML experiments in production",2020-09-15 04:28:39,1.0,1.0,2020-09-15 04:28:39,0.0
ministryofjustice/staff-device-logging-infrastructure,https://github.com/ministryofjustice/staff-device-logging-infrastructure/blob/main/documentation/diagrams/architecture.png,2,18,1,828,HCL,5e09c1f45c8285022bfd6baaee3b8960373c6be1,https://github.com/ministryofjustice/staff-device-logging-infrastructure/blob/main/documentation/diagrams/architecture.png?raw=true,Log proxy and forwarding infrastructure,2020-04-23 12:26:03,2.0,2.0,2020-10-05 11:34:37,164.0
doitintl/banias,https://github.com/doitintl/banias/blob/master/Banias_Architecture.png,43,3,16,108,Go,76f4a85b40aa7f54de54d92ceeaac31dd64ba3b8,https://github.com/doitintl/banias/blob/master/Banias_Architecture.png?raw=true,Opinionated serverless event analytics pipeline,2018-02-15 10:52:59,1.0,1.0,2018-03-26 11:26:41,39.0
numerica-ideas/ni-microservice-nodejs,https://github.com/numerica-ideas/ni-microservice-nodejs/blob/master/architecture.png,2,2,1,71,TypeScript,b9e20a38bfe0df1d19619a158ac961f2d1e8a99a,https://github.com/numerica-ideas/ni-microservice-nodejs/blob/master/architecture.png?raw=true,NumericaIdeas NodeJS basic microservice for server (EC2) and cloud function (Lambda) deployments.,2021-05-26 08:35:19,2.0,1.0,2022-11-12 15:59:30,535.0
